,Split,Fold,0,1,2,3,4
0,0,0,-0.4195725432221716,-0.4123500994149622,0.34826557388067764,0.6697020242138507,-0.29006303676956874
1,0,0,0.6463177097316924,0.4200895963756845,0.4957882094439181,0.3997498534891283,-0.01386560910701704
2,0,0,-0.1916557869608916,0.5959773708140076,-0.4555354211940355,0.2280668953750037,-0.590382930032368
3,0,0,0.0370836655381748,-0.08823155139920433,0.4628876181707324,-0.5647938790708869,-0.6764487579974031
4,0,0,-0.6067331869412729,0.5389974891821832,0.4594863158003241,-0.1438492919598823,0.33096261618840617
5,1,0,0.9993806165345857,-0.030940764836421324,0.016504165195180213,-0.0029377603940426364,-0.00018563773233751704
6,1,0,0.002908536839386754,0.03450315526055156,-0.20410015361137188,-0.5707832977666372,0.7945757528247241
7,1,0,0.02052084794485062,0.16634908655559885,-0.9426397805075041,-0.04884517624706239,-0.2845193651825837
8,1,0,0.028129293297491028,0.9831871966192146,0.15426431048562178,0.07746342135834984,0.052474947589182384
9,1,0,0.004190628427213757,-0.059355868745817025,-0.213783784563248,0.8159726488451444,0.533801882043579
10,2,0,0.3514204750595755,0.3998390619216872,0.8094322443892783,0.12186808815636513,-0.21587029694364168
11,2,0,-0.6764184624571031,-0.4703635035294946,0.4484568237658529,-0.08149818957491134,-0.3368393690002453
12,2,0,0.6383462220158185,-0.733301401564363,0.09074423096029273,-0.1962664643831528,-0.08959974781122536
13,2,0,-0.02219593695850756,0.2468384998322163,0.02458066108121237,-0.9679213208971832,-0.033199443317288066
14,2,0,-0.10480054664331476,-0.14222063343048108,0.3672426917026591,-0.055803276752474124,0.9114872113993524
15,3,0,0.026857910607671988,0.02514473846072376,-0.017083123508893547,0.9562527028246932,-0.2897159470881445
16,3,0,0.4086081711078042,0.571509186531727,-0.29916034167440025,-0.21618405327364554,-0.6084276105612013
17,3,0,0.5566365131447233,0.4530472281044412,0.17708578622054594,0.17282137475975387,0.6509050607314146
18,3,0,0.41099858356071184,-0.2828323969221265,0.7896652414512084,-0.09434347074389007,-0.3444040004619217
19,3,0,0.5946040461407053,-0.6224942057527547,-0.5052530926406016,0.008792349219167595,0.059908255605257775
20,4,0,0.4683516108425951,0.5987281644218043,-0.3290556680030633,-0.5528506281895162,0.09082898224002237
21,4,0,-0.4638836149131911,0.12603121227107086,0.20786970900541807,-0.24623141312289146,0.8155295216103842
22,4,0,-0.06216584209356226,0.6972146500477749,0.005425215825328449,0.7106935910327945,0.07008799136597822
23,4,0,-0.7063163577960341,0.12852141450679005,-0.602291382874173,-0.15229408640949266,-0.3140876471355307
24,4,0,0.25042238562628644,-0.35073450989817684,-0.6969420410492011,0.32472666199677946,0.47233284741835296
25,5,0,0.4783588775038163,0.4953612946647651,-0.3146592032387929,-0.5984081964094351,0.26208240755241896
26,5,0,0.5807498040256164,0.009754001559966394,0.7250048958680508,0.22109878003518846,0.2968463491641502
27,5,0,-0.5567456793986645,0.20343151651484245,0.5823827440307844,-0.5517471441861801,0.07110059702251884
28,5,0,0.18015329465121424,-0.8412807232609908,-0.019539548916289208,-0.5002822655342892,0.09553740584610564
29,5,0,-0.3024590688584641,-0.07337853882131817,-0.18922481937580615,0.19574397464859955,0.9105011619029826
30,6,0,0.4712332536539462,0.4147520560386818,-0.3874774489100697,-0.6283636049854752,0.2468610118633642
31,6,0,-0.7797279122387197,0.42955367606401024,-0.43831826478371533,-0.07091312172567113,-0.1017666457138872
32,6,0,-0.2389373239353789,-0.7704931628118441,-0.24243229678195816,-0.5389551691454569,-0.001774378544336671
33,6,0,-0.0936171993108074,-0.13526735050855795,-0.2289547198524774,0.3349108133079792,0.8990845606872899
34,6,0,-0.32265830029671283,0.17750324317650806,0.7392865770981071,-0.4444013747476012,0.34691064405184313
35,7,0,0.1287469095180864,0.0073403146402510845,0.11385697480082295,0.9477828378010426,-0.2685416815496834
36,7,0,-0.2783640992779389,-0.6865458266309487,0.5053644162366727,-0.1368030532737074,-0.4207849659690425
37,7,0,0.9159273776112632,-0.013742144826202991,0.3210549488650329,-0.20048796799679533,-0.13272711439459967
38,7,0,0.2486323424256211,-0.7267229275467517,-0.496723152801189,0.13904016177551118,0.37945973141100825
39,7,0,-0.07208785448899761,-0.016908215460673018,0.6179265533795181,0.1531829791026068,0.7676061509829563
